pokedex_number,name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,classfication,height_m,weight_kg,capture_rate,base_egg_steps,abilities,experience_growth,base_happiness,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary
315,Roselia,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,Thorn Pok̩mon,0.3,2,150,5120,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1059860,70,50,60,45,100,80,65,400,3,0
316,Gulpin,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,Stomach Pok̩mon,0.4,10.3,225,5120,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1640000,70,70,43,53,43,53,40,302,3,0
317,Swalot,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,Poison Bag Pok̩mon,1.7,80,75,5120,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1640000,70,100,73,83,73,83,55,467,3,0
318,Carvanha,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,Savage Pok̩mon,0.8,20.8,225,5120,"['Rough Skin', 'Speed Boost']",1250000,35,45,90,20,65,20,65,305,3,0
319,Sharpedo,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,Brutal Pok̩mon,1.8,88.8,60,5120,"['Rough Skin', 'Speed Boost']",1250000,35,70,140,70,110,65,105,560,3,0
320,Wailmer,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Ball Whale Pok̩mon,2,130,125,10240,"['Water Veil', 'Oblivious', 'Pressure']",1640000,70,130,70,35,70,35,60,400,3,0
321,Wailord,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Float Whale Pok̩mon,14.5,398,60,10240,"['Water Veil', 'Oblivious', 'Pressure']",1640000,70,170,90,45,90,45,60,500,3,0
322,Numel,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,50,Numb Pok̩mon,0.7,24,255,5120,"['Oblivious', 'Simple', 'Own Tempo']",1000000,70,60,60,40,65,45,35,305,3,0
323,Camerupt,fire,ground,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,50,Eruption Pok̩mon,1.9,220,150,5120,"['Magma Armor', 'Solid Rock', 'Anger Point']",1000000,70,70,120,100,145,105,20,560,3,0
324,Torkoal,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,Coal Pok̩mon,0.5,80.4,90,5120,"['White Smoke', 'Drought', 'Shell Armor']",1000000,70,70,85,140,85,70,20,470,3,0
325,Spoink,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Bounce Pok̩mon,0.7,30.6,255,5120,"['Thick Fat', 'Own Tempo', 'Gluttony']",800000,70,60,25,35,70,80,60,330,3,0
326,Grumpig,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Manipulate Pok̩mon,0.9,71.5,60,5120,"['Thick Fat', 'Own Tempo', 'Gluttony']",800000,70,80,45,65,90,110,80,470,3,0
327,Spinda,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Spot Panda Pok̩mon,1.1,5,255,3840,"['Own Tempo', 'Tangled Feet', 'Contrary']",800000,70,60,60,60,60,60,60,360,3,0
328,Trapinch,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,Ant Pit Pok̩mon,0.7,15,255,5120,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1059860,70,45,100,45,45,45,10,290,3,0
329,Vibrava,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,Vibration Pok̩mon,1.1,15.3,120,5120,['Levitate'],1059860,70,50,70,50,50,50,70,340,3,0
330,Flygon,ground,dragon,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,Mystic Pok̩mon,2,82,45,5120,['Levitate'],1059860,70,80,100,80,80,80,100,520,3,0
331,Cacnea,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Cactus Pok̩mon,0.4,51.3,190,5120,"['Sand Veil', 'Water Absorb']",1059860,35,50,85,40,85,40,35,335,3,0
332,Cacturne,grass,dark,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,50,Scarecrow Pok̩mon,1.3,77.4,60,5120,"['Sand Veil', 'Water Absorb']",1059860,35,70,115,60,115,60,55,475,3,0
333,Swablu,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Cotton Bird Pok̩mon,0.4,1.2,255,5120,"['Natural Cure', 'Cloud Nine']",600000,70,45,40,60,40,75,50,310,3,0
334,Altaria,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,Humming Pok̩mon,1.1,20.6,45,5120,"['Natural Cure', 'Cloud Nine']",600000,70,75,110,110,110,105,80,590,3,0
335,Zangoose,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Cat Ferret Pok̩mon,1.3,40.3,90,5120,"['Immunity', 'Toxic Boost']",600000,70,73,115,60,60,60,90,458,3,0
336,Seviper,poison,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,Fang Snake Pok̩mon,2.7,52.5,90,5120,"['Shed Skin', 'Infiltrator']",1640000,70,73,100,60,100,60,65,458,3,0
337,Lunatone,rock,psychic,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,,Meteorite Pok̩mon,1,168,45,6400,['Levitate'],800000,70,90,55,65,95,85,70,460,3,0
338,Solrock,rock,psychic,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,,Meteorite Pok̩mon,1.2,154,45,6400,['Levitate'],800000,70,90,95,85,55,65,70,460,3,0
339,Barboach,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,Whiskers Pok̩mon,0.4,1.9,190,5120,"['Oblivious', 'Anticipation', 'Hydration']",1000000,70,50,48,43,46,41,60,288,3,0
340,Whiscash,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,Whiskers Pok̩mon,0.9,23.6,75,5120,"['Oblivious', 'Anticipation', 'Hydration']",1000000,70,110,78,73,76,71,60,468,3,0
341,Corphish,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Ruffian Pok̩mon,0.6,11.5,205,3840,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1640000,70,43,80,65,50,35,35,308,3,0
342,Crawdaunt,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,Rogue Pok̩mon,1.1,32.8,155,3840,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1640000,70,63,120,85,90,55,55,468,3,0
343,Baltoy,ground,psychic,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,,Clay Doll Pok̩mon,0.5,21.5,255,5120,['Levitate'],1000000,70,40,40,55,40,70,55,300,3,0
344,Claydol,ground,psychic,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,,Clay Doll Pok̩mon,1.5,108,90,5120,['Levitate'],1000000,70,60,70,105,70,120,75,500,3,0
345,Lileep,rock,grass,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,88.1,Sea Lily Pok̩mon,1,23.8,45,7680,"['Suction Cups', 'Storm Drain']",600000,70,66,41,77,61,87,23,355,3,0
346,Cradily,rock,grass,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,88.1,Barnacle Pok̩mon,1.5,60.4,45,7680,"['Suction Cups', 'Storm Drain']",600000,70,86,81,97,81,107,43,495,3,0
347,Anorith,rock,bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,88.1,Old Shrimp Pok̩mon,0.7,12.5,45,7680,"['Battle Armor', 'Swift Swim']",600000,70,45,95,50,40,50,75,355,3,0
348,Armaldo,rock,bug,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,88.1,Plate Pok̩mon,1.5,68.2,45,7680,"['Battle Armor', 'Swift Swim']",600000,70,75,125,100,70,80,45,495,3,0
349,Feebas,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Fish Pok̩mon,0.6,7.4,255,5120,"['Swift Swim', 'Oblivious', 'Adaptability']",600000,70,20,15,20,10,55,80,200,3,0
350,Milotic,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Tender Pok̩mon,6.2,162,60,5120,"['Marvel Scale', 'Competitive', 'Cute Charm']",600000,70,95,60,79,100,125,81,540,3,0
351,Castform,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Weather Pok̩mon,0.3,0.8,45,6400,['Forecast'],1000000,70,70,70,70,70,70,70,420,3,0
352,Kecleon,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Color Swap Pok̩mon,1,22,200,5120,"['Color Change', 'Protean']",1059860,70,60,90,70,60,120,40,440,3,0
353,Shuppet,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Puppet Pok̩mon,0.6,2.3,225,6400,"['Insomnia', 'Frisk', 'Cursed Body']",800000,35,44,75,35,63,33,45,295,3,0
354,Banette,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Marionette Pok̩mon,1.1,12.5,45,6400,"['Insomnia', 'Frisk', 'Cursed Body']",800000,35,64,165,75,93,83,75,555,3,0
355,Duskull,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Requiem Pok̩mon,0.8,15,190,6400,"['Levitate', 'Frisk']",800000,35,20,40,90,30,90,25,295,3,0
356,Dusclops,ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,Beckon Pok̩mon,1.6,30.6,90,6400,"['Pressure', 'Frisk']",800000,35,40,70,130,60,130,25,455,3,0
357,Tropius,grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,50,Fruit Pok̩mon,2,100,200,6400,"['Chlorophyll', 'Solar Power', 'Harvest']",1250000,70,99,68,83,72,87,51,460,3,0
358,Chimecho,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Wind Chime Pok̩mon,0.6,1,45,6400,['Levitate'],800000,70,75,50,80,95,90,65,455,3,0
359,Absol,dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,Disaster Pok̩mon,1.2,47,30,6400,"['Pressure', 'Super Luck', 'Justified']",1059860,35,65,150,60,115,60,115,565,3,0
360,Wynaut,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,Bright Pok̩mon,0.6,14,125,5120,"['Shadow Tag', 'Telepathy']",1000000,70,95,23,48,23,48,23,260,3,0
361,Snorunt,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Snow Hat Pok̩mon,0.7,16.8,190,5120,"['Inner Focus', 'Ice Body', 'Moody']",1000000,70,50,50,50,50,50,50,300,3,0
362,Glalie,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,Face Pok̩mon,1.5,256.5,75,5120,"['Inner Focus', 'Ice Body', 'Moody']",1000000,70,80,120,80,120,80,100,580,3,0
363,Spheal,ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,Clap Pok̩mon,0.8,39.5,255,5120,"['Thick Fat', 'Ice Body', 'Oblivious']",1059860,70,70,40,50,55,50,25,290,3,0
364,Sealeo,ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,Ball Roll Pok̩mon,1.1,87.6,120,5120,"['Thick Fat', 'Ice Body', 'Oblivious']",1059860,70,90,60,70,75,70,45,410,3,0
365,Walrein,ice,water,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,Ice Break Pok̩mon,1.4,150.6,45,5120,"['Thick Fat', 'Ice Body', 'Oblivious']",1059860,70,110,80,90,95,90,65,530,3,0
366,Clamperl,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Bivalve Pok̩mon,0.4,52.5,255,5120,"['Shell Armor', 'Rattled']",600000,70,35,64,85,74,55,32,345,3,0
367,Huntail,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Deep Sea Pok̩mon,1.7,27,60,5120,"['Swift Swim', 'Water Veil']",600000,70,55,104,105,94,75,52,485,3,0
368,Gorebyss,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,South Sea Pok̩mon,1.8,22.6,60,5120,"['Swift Swim', 'Hydration']",600000,70,55,84,105,114,75,52,485,3,0
369,Relicanth,water,rock,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,88.1,Longevity Pok̩mon,1,23.4,25,10240,"['Swift Swim', 'Rock Head', 'Sturdy']",1250000,70,100,90,130,45,65,55,485,3,0
370,Luvdisc,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,24.6,Rendezvous Pok̩mon,0.6,8.7,225,5120,"['Swift Swim', 'Hydration']",800000,70,43,30,55,40,65,97,330,3,0
371,Bagon,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Rock Head Pok̩mon,0.6,42.1,45,10240,"['Rock Head', 'Sheer Force']",1250000,35,45,75,60,40,30,50,300,3,0
372,Shelgon,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,Endurance Pok̩mon,1.1,110.5,45,10240,"['Rock Head', 'Overcoat']",1250000,35,65,95,100,60,50,50,420,3,0
373,Salamence,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,Dragon Pok̩mon,1.5,102.6,45,10240,"['Intimidate', 'Moxie']",1250000,35,95,145,130,120,90,120,700,3,0
374,Beldum,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Iron Ball Pok̩mon,0.6,95.2,3,10240,"['Clear Body', 'Light Metal']",1250000,35,40,55,80,35,60,30,300,3,0
375,Metang,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Iron Claw Pok̩mon,1.2,202.5,3,10240,"['Clear Body', 'Light Metal']",1250000,35,60,75,100,55,80,50,420,3,0
376,Metagross,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Iron Leg Pok̩mon,1.6,550,3,10240,"['Clear Body', 'Light Metal']",1250000,35,80,145,150,105,110,110,700,3,0
377,Regirock,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,,Rock Peak Pok̩mon,1.7,230,3,20480,"['Clear Body', 'Sturdy']",1250000,35,80,100,200,50,100,50,580,3,1
378,Regice,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,,Iceberg Pok̩mon,1.8,175,3,20480,"['Clear Body', 'Ice Body']",1250000,35,80,50,100,100,200,50,580,3,1
379,Registeel,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,Iron Pok̩mon,1.9,205,3,20480,"['Clear Body', 'Light Metal']",1250000,35,80,75,150,75,150,50,580,3,1
380,Latias,dragon,psychic,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,0,Eon Pok̩mon,1.4,40,3,30720,['Levitate'],1250000,90,80,100,120,140,150,110,700,3,1
381,Latios,dragon,psychic,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,Eon Pok̩mon,2,60,3,30720,['Levitate'],1250000,90,80,130,100,160,120,110,700,3,1
382,Kyogre,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,Sea Basin Pok̩mon,4.5,352,3,30720,['Drizzle'],1250000,0,100,150,90,180,160,90,770,3,1
383,Groudon,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,,Continent Pok̩mon,3.5,950,3,30720,['Drought'],1250000,0,100,180,160,150,90,90,770,3,1
384,Rayquaza,dragon,flying,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,,Sky High Pok̩mon,7,206.5,45,30720,['Air Lock'],1250000,0,105,180,100,180,100,115,780,3,1
385,Jirachi,steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,,Wish Pok̩mon,0.3,1.1,3,30720,['Serene Grace'],1250000,100,100,100,100,100,100,100,600,3,1
386,Deoxys,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,,DNA Pok̩mon,1.7,60.8,3,30720,['Pressure'],1250000,0,50,95,90,95,90,180,600,3,1
387,Turtwig,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Tiny Leaf Pok̩mon,0.4,10.2,45,5120,"['Overgrow', 'Shell Armor']",1059860,70,55,68,64,45,55,31,318,4,0
388,Grotle,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,Grove Pok̩mon,1.1,97,45,5120,"['Overgrow', 'Shell Armor']",1059860,70,75,89,85,55,65,36,405,4,0
389,Torterra,grass,ground,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,88.1,Continent Pok̩mon,2.2,310,45,5120,"['Overgrow', 'Shell Armor']",1059860,70,95,109,105,75,85,56,525,4,0
390,Chimchar,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,Chimp Pok̩mon,0.5,6.2,45,5120,"['Blaze', 'Iron Fist']",1059860,70,44,58,44,58,44,61,309,4,0
391,Monferno,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,Playful Pok̩mon,0.9,22,45,5120,"['Blaze', 'Iron Fist']",1059860,70,64,78,52,78,52,81,405,4,0
392,Infernape,fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,Flame Pok̩mon,1.2,55,45,5120,"['Blaze', 'Iron Fist']",1059860,70,76,104,71,104,71,108,534,4,0
393,Piplup,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Penguin Pok̩mon,0.4,5.2,45,5120,"['Torrent', 'Defiant']",1059860,70,53,51,53,61,56,40,314,4,0
394,Prinplup,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,Penguin Pok̩mon,0.8,23,45,5120,"['Torrent', 'Defiant']",1059860,70,64,66,68,81,76,50,405,4,0
395,Empoleon,water,steel,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,88.1,Emperor Pok̩mon,1.7,84.5,45,5120,"['Torrent', 'Defiant']",1059860,70,84,86,88,111,101,60,530,4,0
396,Starly,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Starling Pok̩mon,0.3,2,255,3840,"['Keen Eye', 'Reckless']",1059860,70,40,55,30,30,30,60,245,4,0
397,Staravia,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Starling Pok̩mon,0.6,15.5,120,3840,"['Intimidate', 'Reckless']",1059860,70,55,75,50,40,40,80,340,4,0
398,Staraptor,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,Predator Pok̩mon,1.2,24.9,45,3840,"['Intimidate', 'Reckless']",1059860,70,85,120,70,50,60,100,485,4,0
399,Bidoof,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,Plump Mouse Pok̩mon,0.5,20,255,3840,"['Simple', 'Unaware', 'Moody']",1000000,70,59,45,40,35,40,31,250,4,0
400,Bibarel,normal,water,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,50,Beaver Pok̩mon,1,31.5,127,3840,"['Simple', 'Unaware', 'Moody']",1000000,70,79,85,60,55,60,71,410,4,0
401,Kricketot,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Cricket Pok̩mon,0.3,2.2,255,3840,"['Shed Skin', 'Run Away']",1059860,70,37,25,41,25,41,25,194,4,0
402,Kricketune,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Cricket Pok̩mon,1,25.5,45,3840,"['Swarm', 'Technician']",1059860,70,77,85,51,55,51,65,384,4,0
403,Shinx,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,Flash Pok̩mon,0.5,9.5,235,5120,"['Rivalry', 'Intimidate', 'Guts']",1059860,70,45,65,34,40,34,45,263,4,0
404,Luxio,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,Spark Pok̩mon,0.9,30.5,120,5120,"['Rivalry', 'Intimidate', 'Guts']",1059860,100,60,85,49,60,49,60,363,4,0
405,Luxray,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,Gleam Eyes Pok̩mon,1.4,42,45,5120,"['Rivalry', 'Intimidate', 'Guts']",1059860,70,80,120,79,95,79,70,523,4,0
406,Budew,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,Bud Pok̩mon,0.2,1.2,255,5120,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1059860,70,40,30,35,50,70,55,280,4,0
407,Roserade,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,Bouquet Pok̩mon,0.9,14.5,75,5120,"['Natural Cure', 'Poison Point', 'Technician']",1059860,70,60,70,65,125,105,90,515,4,0
408,Cranidos,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,88.1,Head Butt Pok̩mon,0.9,31.5,45,7680,"['Mold Breaker', 'Sheer Force']",600000,70,67,125,40,30,30,58,350,4,0
409,Rampardos,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,88.1,Head Butt Pok̩mon,1.6,102.5,45,7680,"['Mold Breaker', 'Sheer Force']",600000,70,97,165,60,65,50,58,495,4,0
410,Shieldon,rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,88.1,Shield Pok̩mon,0.5,57,45,7680,"['Sturdy', 'Soundproof']",600000,70,30,42,118,42,88,30,350,4,0
411,Bastiodon,rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,88.1,Shield Pok̩mon,1.3,149.5,45,7680,"['Sturdy', 'Soundproof']",600000,70,60,52,168,47,138,30,495,4,0
412,Burmy,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,Bagworm Pok̩mon,0.2,3.4,120,3840,"['Shed Skin', 'Overcoat']",1000000,70,40,29,45,29,45,36,224,4,0
413,Wormadam,bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,Bagworm Pok̩mon,0.5,6.5,45,3840,"['Anticipation', 'Overcoat']",1000000,70,60,69,95,69,95,36,424,4,0
414,Mothim,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,100,Moth Pok̩mon,0.9,23.3,45,3840,"['Swarm', 'Tinted Lens']",1000000,70,70,94,50,94,50,66,424,4,0
415,Combee,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,88.1,Tiny Bee Pok̩mon,0.3,5.5,120,3840,"['Honey Gather', 'Hustle']",1059860,70,30,30,42,30,42,70,244,4,0
416,Vespiquen,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,0,Beehive Pok̩mon,1.2,38.5,45,3840,"['Pressure', 'Unnerve']",1059860,70,70,80,102,80,102,40,474,4,0
417,Pachirisu,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,EleSquirrel Pok̩mon,0.4,3.9,200,2560,"['Run Away', 'Pickup', 'Volt Absorb']",1000000,100,60,45,70,45,90,95,405,4,0
418,Buizel,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Sea Weasel Pok̩mon,0.7,29.5,190,5120,"['Swift Swim', 'Water Veil']",1000000,70,55,65,35,60,30,85,330,4,0
419,Floatzel,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Sea Weasel Pok̩mon,1.1,33.5,75,5120,"['Swift Swim', 'Water Veil']",1000000,70,85,105,55,85,50,115,495,4,0
420,Cherubi,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Cherry Pok̩mon,0.4,3.3,190,5120,['Chlorophyll'],1000000,70,45,35,45,62,53,35,275,4,0
421,Cherrim,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,Blossom Pok̩mon,0.5,9.3,75,5120,['Flower Gift'],1000000,70,70,60,70,87,78,85,450,4,0
422,Shellos,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,Sea Slug Pok̩mon,0.3,6.3,190,5120,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1000000,70,76,48,48,57,62,34,325,4,0
423,Gastrodon,water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,Sea Slug Pok̩mon,0.9,29.9,75,5120,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1000000,70,111,83,68,92,82,39,475,4,0
